"","FSC.A","FSC.H","FSC.W","BSC.A","BSC.H","BSC.W","DAPI","H2Db","HLA","Well","Annot","CB"
"1634",206251.7,80021.76,253,24517.49,9668.96,253,58.51755,1883.559,-8.166542,NA,"not_sorted",NA
"1635",492885.4,136559.4,410,100722.9,25829.44,410,79.22575,1531.761,-99.95558,NA,"not_sorted",NA
"1636",367551.7,113973.4,354,127917.4,39344.48,354,385.3864,9685.599,1626.629,NA,"not_sorted",NA
"1637",526709,144359,431,104887.9,28260.96,431,218.971,1340.95,160.0145,NA,"not_sorted",NA
"1638",619888.7,137103.7,523,205370.8,43781.92,523,63.8805,25872.63,-67.39746,NA,"not_sorted",NA
"1639",352421.5,96454.4,367,97807.76,27021.12,367,224.6132,56266.57,-538.6554,NA,"not_sorted",NA
"1640",224552,76151.04,274,32116.54,11144,274,41.81874,370.5356,42.30502,NA,"not_sorted",NA
"1641",610254.6,128520,510,275505.1,55672.96,510,104.9321,202541,1233.665,NA,"not_sorted",NA
"1642",266303.9,93128,295,50477,17525.76,295,53.94125,6019.84,-181.5856,NA,"not_sorted",NA
"1643",604822.1,128578.2,509,225443.5,43680,509,818.4465,312209.9,1962.478,NA,"not_sorted",NA
"1644",359426.6,123670.4,336,76894.09,25587.52,336,52.67194,95460.42,-236.3457,NA,"not_sorted",NA
"1645",301264.6,88197.76,342,62978.92,19658.24,342,93.38226,13988.86,-441.9736,NA,"not_sorted",NA
"1646",633418.6,154607,492,184040.7,39587.52,492,1557.621,358.8501,74.87489,NA,"not_sorted",NA
"1647",233932.9,92218.56,267,33047.13,11996.32,267,42.0994,4595.958,218.1759,NA,"not_sorted",NA
"1648",352007.2,96290.88,367,81824.48,23651.04,367,53.1649,146189.1,-501.755,NA,"not_sorted",NA
"1649",350941.7,106424.6,352,77713.66,24874.08,352,156.036,454.2747,-35.03534,NA,"not_sorted",NA
"1650",736557,165697.3,510,264771,57369.76,510,320.7366,73747.24,56.75817,NA,"not_sorted",NA
"1651",316705,89765.76,347,91435.63,26307.68,347,307.3354,348.4062,1091.45,NA,"not_sorted",NA
"1652",349076.5,109887.7,346,58596.75,17441.76,346,61.12132,100669.7,1310.865,NA,"not_sorted",NA
"1653",602530.3,121383.4,506,177018.3,37598.4,506,73.90291,12121.07,-102.0622,NA,"not_sorted",NA
"1654",458805.4,114708.2,419,88129.3,21133.28,419,412.4933,25970.19,-560.2611,NA,"not_sorted",NA
"1655",342608.1,119598.1,328,73325.84,25849.6,328,113.3221,29414.32,-424.9301,NA,"not_sorted",NA
"1656",319449.2,109863,322,74308.75,22683.36,322,105.0231,93048.16,210.8104,NA,"not_sorted",NA
"1657",382846.7,133698.9,341,60142.52,18893.28,341,76.73624,91285.53,682.3998,NA,"not_sorted",NA
"1658",357417,124138.6,332,53171.48,16707.04,332,366.694,73020.34,532.2791,NA,"not_sorted",NA
"1659",250944.4,89364.8,287,60943.16,21797.44,287,94.97224,16401.16,-199.3805,NA,"not_sorted",NA
"1660",378753.8,120783,353,79691.3,24409.28,353,229.7495,16723.96,-223.2202,NA,"not_sorted",NA
"1661",519965.8,111473.6,478,191778.7,42118.72,478,210.7201,47596.81,-127.2744,NA,"not_sorted",NA
"1662",300516.3,84385.28,339,115024.6,34498.24,339,74.24834,39261.61,258.2095,NA,"not_sorted",NA
"1663",586813.9,139702.1,474,167901.4,34424.32,474,260.2541,3341.134,136.7109,NA,"not_sorted",NA
"1664",309298.7,101660.2,325,99139.7,31883.04,325,1718.172,1914.834,74.0244,NA,"not_sorted",NA
"1665",226675.6,87442.88,265,26161.16,9668.96,265,25.98366,10907.81,-149.7528,NA,"not_sorted",NA
"1666",334516.6,112752.6,327,62290.1,20115.2,327,-18.45362,87778.25,396.5994,NA,"not_sorted",NA
"1667",462918.8,125697.6,408,92118.91,23757.44,408,134.0098,23666.44,-235.4622,NA,"not_sorted",NA
"1668",443261,113274.6,412,110827.5,27877.92,412,298.4846,2122.918,-60.41578,NA,"not_sorted",NA
"1669",538143.9,115382.4,484,115887.4,27882.4,484,42.01221,48919.98,-273.2404,NA,"not_sorted",NA
"1670",369061.1,102961.6,371,136368.4,39076.8,371,597.5167,43163.12,-490.9117,NA,"not_sorted",NA
"1671",347739.9,118079.4,334,62912.63,19930.4,334,5.469183,110670.8,330.8079,NA,"not_sorted",NA
"1672",568078.1,147129.9,443,158628.2,40587.68,443,-36.89414,363675.3,983.2975,NA,"not_sorted",NA
"1673",252932.5,94445.12,282,51536.17,17197.6,282,19.30837,27190.62,-304.8784,NA,"not_sorted",NA
"1674",453822.6,112338.2,426,196197.4,52818.08,426,624.9697,52556.27,-1162.554,NA,"not_sorted",NA
"1675",229735.9,79627.52,277,48508.65,18413.92,277,221.857,60318.58,74.79671,NA,"not_sorted",NA
"1676",355250.7,93298.24,377,126346,35826.56,377,85.91621,16551.79,90.31579,NA,"not_sorted",NA
"1677",424074.3,127193.9,377,123846.8,36748.32,377,252.4144,22399.7,-299.0489,NA,"not_sorted",NA
"1678",570867.8,142616.3,448,234015.6,62116.32,448,738.7796,25381.48,-566.107,NA,"not_sorted",NA
"1679",581798.7,126931.8,491,286249.5,65281.44,491,279.8217,62410.87,-941.5421,NA,"not_sorted",NA
"1680",404840.9,128602.9,359,66891.26,19941.6,359,98.6736,15811.3,-4.615809,NA,"not_sorted",NA
"1681",284802.8,93136.96,313,48274.35,15806.56,313,83.17858,10498.74,-29.05494,NA,"not_sorted",NA
"1682",471800.2,139177.9,395,168653.5,47492.48,395,277.2083,133353,1307.131,NA,"not_sorted",NA
"1683",332218.3,97247.36,347,78197.76,21396.48,347,72.58604,22153.49,-182.9452,NA,"not_sorted",NA
"1684",396335.5,96557.44,401,126720.2,35791.84,401,291.2615,21136.65,-219.024,NA,"not_sorted",NA
"1685",319899.6,101189.8,332,61310.87,20026.72,332,56.78285,14553.33,-101.2954,NA,"not_sorted",NA
"1686",293952.2,101008.3,310,50430.42,16709.28,310,100.4725,2936.193,30.915,NA,"not_sorted",NA
"1687",697041,135822.4,542,323901,74584.16,542,1360.155,163218.6,2762.814,NA,"not_sorted",NA
"1688",290390.2,97697.6,311,73041.86,25057.76,311,81.86877,65066.72,206.6284,NA,"not_sorted",NA
"1689",309313.8,88099.2,345,125904,36681.12,345,83.93085,17623.97,-540.4606,NA,"not_sorted",NA
"1690",438036.6,137863,371,104784.5,32107.04,371,197.3284,99494.62,879.5092,NA,"not_sorted",NA
"1691",478457.1,131210.2,412,106444,27835.36,412,28.72105,20622.35,-488.1687,NA,"not_sorted",NA
"1692",279149.5,103866.6,296,41903.59,14374.08,296,122.9182,68021.4,41.46707,NA,"not_sorted",NA
"1693",282403,93806.72,310,60370.17,20068.16,310,117.7535,95153.84,405.3924,NA,"not_sorted",NA
"1694",404375.2,114764.2,379,104730.9,29217.44,379,222.004,36632.94,154.0812,NA,"not_sorted",NA
"1695",299440.4,93925.44,326,61276.27,19131.84,326,201.1926,11209.63,115.1928,NA,"not_sorted",NA
"1696",853828.8,170582.7,586,281910.2,61236,586,864.9826,4215.995,179.1381,NA,"not_sorted",NA
"1697",351689.7,118558.7,335,89782.54,27460.16,335,79.98644,69480.9,315.4332,NA,"not_sorted",NA
"1698",356220.1,117158.7,340,68299.2,21080.64,340,13.48986,98632.94,348.6375,NA,"not_sorted",NA
"1699",355062.2,108384.6,351,72640.54,21160.16,351,35.95553,1810.67,100.3991,NA,"not_sorted",NA
"1700",757662.7,155279,545,232643,46676,545,4265.449,43649.2,862.3127,NA,"not_sorted",NA
"1701",464443.3,122373.4,412,75830.84,20610.24,412,55.57059,9029.962,-22.47987,NA,"not_sorted",NA
"1702",365785.8,116972.8,348,98968.95,29387.68,348,-30.22857,182659.7,993.6598,NA,"not_sorted",NA
"1703",343213.8,103700.8,350,75315.25,23357.6,350,81.47718,1564.188,119.5115,NA,"not_sorted",NA
"1704",388488.8,130146.2,347,91094.12,27317.92,347,77.61254,93363.63,-118.3303,NA,"not_sorted",NA
"1705",214082,74730.88,265,36871.09,13814.08,265,169.0686,1245.455,-7.434419,NA,"not_sorted",NA
"1706",704950.1,161907.2,494,265291.8,65063.04,494,193.0873,23609.57,126.1025,NA,"not_sorted",NA
"1707",473931.8,136008.3,400,61596.79,16870.56,400,16.21738,570.67,-61.33541,NA,"not_sorted",NA
"1708",630346.1,141308.2,482,267901.7,62759.2,482,341.2575,86287.93,-891.3044,NA,"not_sorted",NA
"1709",363016.5,122814.7,339,97885.47,32930.24,339,160.1031,66505.89,593.3671,NA,"not_sorted",NA
"1710",382992.3,102721.9,383,123387.9,34506.08,383,212.2236,87476.55,2020.319,NA,"not_sorted",NA
"1711",374578.1,111677.4,362,109650.2,34637.12,362,182.1951,19890.71,-263.4538,NA,"not_sorted",NA
"1712",274818.5,89835.2,308,51177.87,17741.92,308,55.25787,66310.2,453.3778,NA,"not_sorted",NA
"1713",392813.8,111914.9,374,119149.1,35537.6,374,206.6489,166350.8,1689.778,NA,"not_sorted",NA
"1714",432192.5,126376.3,385,104921.7,29991.36,385,14.37773,148752.7,808.6639,NA,"not_sorted",NA
"1715",779682.3,175474.9,526,200173.9,40238.24,526,292.812,11378.44,11.67206,NA,"not_sorted",NA
"1716",293666.2,74715.2,355,120747.1,35091.84,355,326.8523,581.1157,26.82443,NA,"not_sorted",NA
"1717",414655.4,114296,387,78525.15,20610.24,387,183.158,2634.484,-186.8549,NA,"not_sorted",NA
"1718",578915,140107.5,467,123316.3,28038.08,467,206.639,55281.52,-130.3809,NA,"not_sorted",NA
"1719",633845.8,147958.7,483,194422.2,47927.04,483,177.7732,427.2643,17.07798,NA,"not_sorted",NA
"1720",273062.5,91526.4,303,51694.85,17272.64,303,62.85654,43992.3,88.42484,NA,"not_sorted",NA
"1721",443283,127290.2,399,101145.4,27711.04,399,37.73014,966.8022,-57.75282,NA,"not_sorted",NA
"1722",698443.9,140481.6,545,235678.8,52007.2,545,615.7827,70739.16,374.4361,NA,"not_sorted",NA
"1723",493744.8,107746.2,477,270735,52409.28,477,22405.13,85886.21,-126.0047,NA,"not_sorted",NA
"1724",301580.7,99868.16,318,81087.12,27252.96,318,136.1663,39877.47,219.8705,NA,"not_sorted",NA
"1725",284849.1,101162.9,303,50136.25,16927.68,303,116.8398,62055.65,184.9658,NA,"not_sorted",NA
"1726",453562.2,104045.8,445,217096.1,53396,445,176.0066,102220.2,523.0307,NA,"not_sorted",NA
"1727",466714.6,99581.44,453,177196.1,41889.12,453,265.7178,478.2754,173.9409,NA,"not_sorted",NA
"1728",398232,111529.6,384,138085.8,41772.64,384,340.204,113744.7,1820.009,NA,"not_sorted",NA
"1729",390939.3,104670.7,388,164161.1,48201.44,388,478.8369,151870.8,-457.7121,NA,"not_sorted",NA
"1730",317359.9,104377.3,325,68266.9,22473.92,325,162.683,11713.59,-38.85893,NA,"not_sorted",NA
"1731",249523.9,80167.36,296,76913.06,25701.76,296,104.05,91549.2,2010.3,NA,"not_sorted",NA
"1732",323664.3,104632.6,331,106511.8,35406.56,331,-70.47204,111823.7,-2708.012,NA,"not_sorted",NA
"1733",398041,122803.5,363,69868.05,20519.52,363,21.05036,1854.605,-82.72638,NA,"not_sorted",NA
"1734",215024.9,75978.56,264,25584.12,9548,264,30.11826,4534.429,33.533,NA,"not_sorted",NA
"1735",343535.9,92933.12,364,90183.93,25392.64,364,77.28423,21598.04,-215.254,NA,"not_sorted",NA
"1736",248574.3,92706.88,280,47755.9,16936.64,280,-1.219677,48201.34,87.57458,NA,"not_sorted",NA
"1737",410994.4,133900.5,354,88207.8,27595.68,354,148.9074,98232.77,277.8128,NA,"not_sorted",NA
"1738",492556.3,117154.2,447,214617.3,53463.2,447,456.3873,190359.2,1606.198,NA,"not_sorted",NA
"1739",504306.8,128168.3,435,142747.1,32419.52,435,351.4973,6839.621,180.2402,NA,"not_sorted",NA
"1740",334424.3,117470.1,323,58967.15,19020.96,323,92.74371,90264.86,600.2773,NA,"not_sorted",NA
"1741",294333.2,102253.8,308,54970.88,18093.6,308,92.01586,810.4549,-69.09798,NA,"not_sorted",NA
"1742",702823.8,145169.9,531,320848.3,65070.88,531,192.5963,119787.9,2364.96,NA,"not_sorted",NA
"1743",358098.8,123291.8,334,111401,35208.32,334,125.8953,88393.52,1304.609,NA,"not_sorted",NA
"1744",518040.4,133026.9,438,85695.04,21444.64,438,155.1884,416.9432,-16.92325,NA,"not_sorted",NA
"1745",256428.9,79764.16,303,55344.42,17032.96,303,10.90613,18241.69,-322.6729,NA,"not_sorted",NA
"1746",487845.8,145340.2,397,135328.8,36475.04,397,324.8515,122617.8,974.981,NA,"not_sorted",NA
"1747",288681,104238.4,304,53444.77,17507.84,304,-8.62206,41566.89,23.81598,NA,"not_sorted",NA
"1748",451714.2,138279.7,380,117867,36980.16,380,392.8526,107077.5,265.1064,NA,"not_sorted",NA
"1749",476737.3,129926.7,414,107935.1,30726.08,414,377.5462,10832.57,-22.75665,NA,"not_sorted",NA
"1750",253558.6,95289.6,283,51631.84,18686.08,283,27.68846,24013.77,-88.83165,NA,"not_sorted",NA
"1751",612974.4,161810.9,469,265680.9,62298.88,469,300.0553,117348.3,212.4041,NA,"not_sorted",NA
"1752",271456.5,91432.32,303,59931.31,19872.16,303,1.352824,92024.98,214.6039,NA,"not_sorted",NA
"1753",250251.5,90601.28,285,47861.62,16411.36,285,108.5759,86391.23,542.0976,NA,"not_sorted",NA
"1754",335546.1,111977.6,332,72378.34,22939.84,332,37.64434,111925.2,800.139,NA,"not_sorted",NA
"1755",515440.9,121674.6,451,161328.4,38765.44,451,576.7888,84605.89,-160.6609,NA,"not_sorted",NA
"1756",227385.1,89324.48,264,25474.57,9592.8,264,12.48993,45284.48,259.8643,NA,"not_sorted",NA
"1757",483630,114513.3,438,123367.4,33127.36,438,41.11486,14320.34,-208.2364,NA,"not_sorted",NA
"1758",695064.8,155185,491,144641,33619.04,491,327.4232,1153.383,62.29338,NA,"not_sorted",NA
"1759",286181.2,97847.68,307,70146.11,23801.12,307,180.5093,96609.56,241.4764,NA,"not_sorted",NA
"1760",663039.9,159790.4,482,129431.7,30577.12,482,104.0217,39333.63,-53.50467,NA,"not_sorted",NA
"1761",275244.5,90923.84,308,70538.4,23775.36,308,1.131692,94137.99,552.2888,NA,"not_sorted",NA
"1762",618289.9,153207,474,137003.7,32942.56,474,294.6112,35408.63,-475.6537,NA,"not_sorted",NA
"1763",278523.4,93347.52,309,68636.86,22072.96,309,149.5796,86620.96,519.9007,NA,"not_sorted",NA
"1764",283585.9,95645.76,311,50089.98,16289.28,311,67.62847,53854.98,504.26,NA,"not_sorted",NA
"1765",248197.5,85010.24,289,60120.7,22009.12,289,139.4771,38660.66,387.9363,NA,"not_sorted",NA
"1766",733183.9,167321.3,547,203158.4,39735.36,547,1127.521,35839.95,705.5045,NA,"not_sorted",NA
"1767",352546.2,105775,348,112472.9,35043.68,348,64.51948,138596.5,1125.982,NA,"not_sorted",NA
"1768",323207.4,107228.8,325,76255.2,23449.44,325,229.6581,69139.02,-1005.297,NA,"not_sorted",NA
"1769",815603.1,167126.4,555,264127.5,59571.68,555,682.1599,46159.82,-118.4264,NA,"not_sorted",NA
"1770",555148.4,116139.5,515,259692,53149.6,515,500.559,156685,2051.784,NA,"not_sorted",NA
"1771",517979.9,139341.4,425,121223.3,31205.44,425,187.3629,542.2178,4.020298,NA,"not_sorted",NA
"1772",419372.5,129171.8,366,102844.3,30546.88,366,238.0482,186859.5,1141.908,NA,"not_sorted",NA
"1773",307335.3,104236.2,318,38868.79,12323.36,318,83.70802,52050.77,459.0112,NA,"not_sorted",NA
"1774",401476.4,105103,400,138519.8,40554.08,400,262.2984,1187.947,-6.788955,NA,"not_sorted",NA
"1775",320296,112902.7,317,96469.34,29365.28,317,56.89234,102728.4,671.8256,NA,"not_sorted",NA
"1776",383885.5,111800.6,374,111922.2,31811.36,374,20.56866,179052.9,1094.2,NA,"not_sorted",NA
"1777",545918.9,153632.6,418,125297.3,35178.08,418,145.3372,104550.4,576.2988,NA,"not_sorted",NA
"1778",423807,108545.9,405,81796.51,22873.76,405,143.2003,1816.684,128.8917,NA,"not_sorted",NA
"1779",460395.3,146229.4,378,93618.1,29412.32,378,24.81015,119722.7,655.1781,NA,"not_sorted",NA
"1780",409715.4,103064.6,402,178576.8,52249.12,402,448.1239,67808.07,-46.84394,NA,"not_sorted",NA
"1781",549624.3,117918.1,495,157463.9,33575.36,495,247.2534,156975.1,2013.069,NA,"not_sorted",NA
"1782",348264.7,115429.4,336,117104.2,38401.44,336,124.1273,40059.7,3.515609,NA,"not_sorted",NA
"1783",600495.4,160381.8,456,204313.6,48967.52,456,208.5272,49481.6,-641.3799,NA,"not_sorted",NA
"1784",429381.8,133824.3,372,74761.59,21246.4,372,64.26914,850.5461,15.1138,NA,"not_sorted",NA
"1785",718205.7,169854.7,495,211796.9,47733.28,495,382.4853,65750.38,-186.1242,NA,"not_sorted",NA
"1786",374624,117093.8,355,97709.7,28997.92,355,373.923,28418.23,165.2022,NA,"not_sorted",NA
"1787",325150.3,92792,352,124808.3,35837.76,352,534.306,99372.04,277.4693,NA,"not_sorted",NA
"1788",679233.8,123251.5,574,294290.9,59694.88,574,894.1582,258341.3,2725.057,NA,"not_sorted",NA
"1789",545454.1,127323.8,460,243245.2,59479.84,460,695.2792,90493.66,169.2869,NA,"not_sorted",NA
"1790",287069.6,84672,326,56870.52,17911.04,326,58.9372,7965.919,-71.13853,NA,"not_sorted",NA
"1791",267003.2,78715.84,319,79365.38,22041.6,319,276.3615,37757.56,-1031.578,NA,"not_sorted",NA
"1792",274144.1,96297.6,298,55240.17,18331.04,298,123.3444,90334.3,522.2736,NA,"not_sorted",NA
"1793",397800.7,109950.4,385,64338.64,18216.8,385,16.51504,98260.64,79.42934,NA,"not_sorted",NA
"1794",338902.1,109450.9,340,100827.2,30552.48,340,207.0512,101771.2,474.2457,NA,"not_sorted",NA
"1795",671152.4,130786.9,558,269124.8,44344.16,558,106.4237,30466.28,-173.9411,NA,"not_sorted",NA
"1796",752303.9,165657,522,280542.4,63183.68,522,292.8641,43430.45,1128.103,NA,"not_sorted",NA
"1797",326567.1,101949.1,336,60313.63,19448.8,336,122.5623,115741.8,342.7677,NA,"not_sorted",NA
"1798",322442.1,100567,336,110566.4,37511.04,336,55.15577,69133.99,388.7632,NA,"not_sorted",NA
"1799",380216.1,115086.7,361,91827.38,28814.24,361,74.69129,147668.2,882.0306,NA,"not_sorted",NA
"1800",254260.2,89915.84,289,31315.31,10676.96,289,53.09843,18628.62,-15.86474,NA,"not_sorted",NA
"1801",500853,112002.2,454,198153.8,48856.64,454,227.9459,441.008,-14.22546,NA,"not_sorted",NA
"1802",369281.8,91990.08,396,69675.37,18859.68,396,169.7613,4145.394,34.80066,NA,"not_sorted",NA
"1803",619285.2,139697.6,488,166428.6,37105.6,488,197.5568,28152.81,-64.36215,NA,"not_sorted",NA
"1804",370443.5,115776.6,355,133327.1,42724.64,355,41.48106,77988.06,442.7867,NA,"not_sorted",NA
"1805",307553.8,111457.9,311,77161.55,26751.2,311,-10.52063,106207.2,707.8595,NA,"not_sorted",NA
"1806",265894.8,93898.56,294,57114.75,19647.04,294,144.7175,62583.6,312.479,NA,"not_sorted",NA
"1807",661463.2,143279.4,500,173981.3,40288.64,500,147.6781,2758.596,4.344737,NA,"not_sorted",NA
"1808",358779.1,101640,367,98942.28,30929.92,367,203.217,2750.126,70.5237,NA,"not_sorted",NA
"1809",481619.5,134234.2,406,97540.02,25999.68,406,68.97639,378.3005,-13.53006,NA,"not_sorted",NA
"1810",331001.9,90135.36,359,114851.3,33957.28,359,175.8333,7738.435,47.47559,NA,"not_sorted",NA
"1811",218839.7,83793.92,260,38750.79,13776,260,-47.99089,8537.986,-109.309,NA,"not_sorted",NA
"1812",300867.1,87364.48,340,98936.17,29430.24,340,215.2641,7738.858,-200.5487,NA,"not_sorted",NA
"1813",343674.7,114788.8,334,61770.79,19816.16,334,188.3007,76108.15,66.00954,NA,"not_sorted",NA
"1814",739767.4,175289,529,210810.3,49408.8,529,228.0465,863.1166,34.86623,NA,"not_sorted",NA
"1815",384972.8,134097.6,342,89917.3,30713.76,342,81.67989,106095.7,93.94575,NA,"not_sorted",NA
"1816",213370.4,83776,258,30301.66,11835.04,258,126.5459,23031.49,-114.3626,NA,"not_sorted",NA
"1817",457775.9,127794.2,399,121690.2,33433.12,399,290.4675,1058.436,-22.73662,NA,"not_sorted",NA
"1818",402708.3,112797.4,380,119081.6,29201.76,380,100.7936,142628.2,1078.059,NA,"not_sorted",NA
"1819",399158.6,107699.2,397,90081.59,25818.24,397,265.946,3243.112,93.09653,NA,"not_sorted",NA
"1820",240088.3,85482.88,281,50088.75,17528,281,57.93887,67789.12,-37.249,NA,"not_sorted",NA
"1821",274799,96676.16,300,54072.8,18512.48,300,-21.24839,50541.45,22.01565,NA,"not_sorted",NA
"1822",261866.1,96335.68,290,61893.4,21106.4,290,16.9759,85846.03,-103.2351,NA,"not_sorted",NA
"1823",324896.5,106106.6,326,56924.85,18220.16,326,121.2893,92407.29,400.5618,NA,"not_sorted",NA
"1824",342334,117687.4,328,87710.79,28306.88,328,283.4258,47314.19,-349.177,NA,"not_sorted",NA
"1825",318855.2,110806.1,320,51052.48,15902.88,320,256.5054,83079.56,-3.597273,NA,"not_sorted",NA
"1826",635000.9,142708.2,488,198375.6,43454.88,488,230.4016,96967.54,-288.945,NA,"not_sorted",NA
"1827",342196.4,118016.6,328,56291.43,18500.16,328,1.044534,103104.2,426.1908,NA,"not_sorted",NA
"1828",407977.2,138181.1,353,63149.23,20185.76,353,161.1549,89471.88,602.587,NA,"not_sorted",NA
"1829",434014.6,125914.9,385,94164.93,28944.16,385,131.9541,7631.544,3.6101,NA,"not_sorted",NA
"1830",477680.8,120789.8,452,213533.2,56057.12,452,399.9084,22246.25,-243.88,NA,"not_sorted",NA
"1831",449010.3,137271.7,382,88725.98,25603.2,382,225.6572,164359.7,1016.018,NA,"not_sorted",NA
"1832",323121.6,110532.8,325,66350.59,21976.64,325,117.399,88668.05,-115.1724,NA,"not_sorted",NA
"1833",469012.8,130791.4,409,83394.15,22148,409,162.9199,826.9288,-41.99573,NA,"not_sorted",NA
"1834",296053.3,102984,311,101222.6,33225.92,311,1.207747,103053.4,745.0798,NA,"not_sorted",NA
"1835",382989.2,86432.64,417,186852.9,39230.24,417,30045.87,69615.82,-222.8504,NA,"not_sorted",NA
"1836",341781.4,105739.2,344,72370.47,22130.08,344,118.5778,24416.21,61.13643,NA,"not_sorted",NA
"1837",248024.7,92675.52,280,42557.04,14934.08,280,21.48889,8814.621,105.499,NA,"not_sorted",NA
"1838",551186,130990.7,467,160345.7,41035.68,467,141.2983,63980.97,34.77021,NA,"not_sorted",NA
"1839",277193.2,96904.64,301,60093.67,20315.68,301,115.1799,75288.82,388.0413,NA,"not_sorted",NA
"1840",396714.9,121923.2,366,140756.9,45439.52,366,289.7574,140331,1129.524,NA,"not_sorted",NA
"1841",395264.1,138434.2,341,62805.74,20948.48,341,170.1169,62375.93,200.8894,NA,"not_sorted",NA
"1842",299564.3,71579.2,362,119290.1,34079.36,362,399.8058,6814.689,190.593,NA,"not_sorted",NA
"1843",246914,91206.08,281,49376.27,17533.6,281,91.38057,79292.43,2001.797,NA,"not_sorted",NA
"1844",394804.5,109688.3,380,95547.21,27559.84,380,70.15778,38411.47,-443.1737,NA,"not_sorted",NA
"1845",442846.5,125928.3,393,87261.28,25146.24,393,85.47436,1071.134,48.88709,NA,"not_sorted",NA
"1846",435312.9,123041,398,93986.93,25111.52,398,115.6077,64108.62,-72.64457,NA,"not_sorted",NA
"1847",345713.3,108566.1,345,56939.38,18142.88,345,42.75022,7221.734,-170.2149,NA,"not_sorted",NA
"1848",461168.2,129736.3,401,130080.5,34194.72,401,227.0647,94345.72,507.6346,NA,"not_sorted",NA
"1849",583733.9,121929.9,489,238670.6,51716,489,452.3626,113720.4,-2275.362,NA,"not_sorted",NA
"1850",309385.5,103239.4,323,92070.2,30306.08,323,53.42537,63417.45,188.732,NA,"not_sorted",NA
"1851",757755.8,161472.6,527,335490.6,79077.6,527,285.8221,56466.68,-145.0869,NA,"not_sorted",NA
"1852",514773.2,141944.3,417,111493,30172.8,417,163.4144,157478.9,1043.624,NA,"not_sorted",NA
"1853",423014.5,100356.5,421,136662.3,34375.04,421,201.7904,215332.7,2646.369,NA,"not_sorted",NA
"1854",717433.4,153648.3,530,354934.8,77059.36,530,141.6237,27270.22,-800.7607,NA,"not_sorted",NA
"1855",481494,129467.5,418,134216.4,39011.84,418,416.987,39711.98,927.0542,NA,"not_sorted",NA
"1856",328977.1,88970.56,360,77619.61,18337.76,360,187.8136,405.4125,80.53202,NA,"not_sorted",NA
"1857",363397.3,97666.24,376,118499.9,32684.96,376,1149.419,1514.299,286.3816,NA,"not_sorted",NA
"1858",346969.1,84667.52,377,141691,58162.72,377,964.6106,118367.4,-673.7028,NA,"not_sorted",NA
"1859",578388.6,155402.2,444,137591.6,35898.24,444,452.7602,23594.68,-39.51259,NA,"not_sorted",NA
"1860",716056.4,157062.1,532,182582.2,37415.84,532,392.0096,79832.39,-241.3261,NA,"not_sorted",NA
"1861",286629.3,86161.6,329,108055,31902.08,329,13743.99,25212.6,-527.9451,NA,"not_sorted",NA
"1862",345265.4,106671,345,86899.98,26162.08,345,155.9274,66706.81,241.5761,NA,"not_sorted",NA
"1863",280151,100728.3,298,71820.04,23945.6,298,47.18819,72802.9,-293.0359,NA,"not_sorted",NA
"1864",425668.2,126497.3,382,127086,34631.52,382,324.8512,28806,-441.8377,NA,"not_sorted",NA
"1865",305004.7,88699.52,337,66280.46,19482.4,337,27.27468,34138.52,-423.5403,NA,"not_sorted",NA
"1866",254849.3,87395.84,291,58946.63,20526.24,291,71.94598,53712.68,79.51409,NA,"not_sorted",NA
"1867",557043.4,116112.6,493,216786.8,42627.2,493,457.0479,41439.07,351.9996,NA,"not_sorted",NA
"1868",283030.2,97126.4,306,46142.56,15793.12,306,48.71925,55361.67,493.403,NA,"not_sorted",NA
"1869",505069.1,142210.9,418,129811.9,42026.88,418,0.899602,39976.96,-308.904,NA,"not_sorted",NA
"1870",549920.6,114293.8,484,210676.6,41909.28,484,116.3702,22615.34,21.06353,NA,"not_sorted",NA
"1871",332242.5,96985.28,345,122979.3,38764.32,345,249.9269,57749.78,938.6148,NA,"not_sorted",NA
"1872",503881.1,152427.5,397,93063.5,25365.76,397,90.1534,136990.7,1101.589,NA,"not_sorted",NA
"1873",294581.7,107667.8,303,66602.03,22751.68,303,141.3745,36358.95,-145.0898,NA,"not_sorted",NA
"1874",593296.9,133009,493,218171.2,48391.84,493,673.1877,11525.53,262.1569,NA,"not_sorted",NA
"1875",249175.6,80839.36,295,58024.5,19518.24,295,122.4625,374.9192,54.06875,NA,"not_sorted",NA
"1876",298718.1,92749.44,327,89393.54,28851.2,327,75.69884,26057.99,-327.8359,NA,"not_sorted",NA
"1877",348892,96660.48,360,91185.59,24105.76,360,17968.7,702.2217,215.6097,NA,"not_sorted",NA
"1878",554064.7,144433,444,173173.5,43206.24,444,83.79351,38787.37,-71.37402,NA,"not_sorted",NA
"1879",490588.5,129012.8,421,130861.7,35030.24,421,625.0201,20112.35,219.236,NA,"not_sorted",NA
"1880",700060.1,158903.4,496,154377.2,37741.76,496,292.2863,55130.95,-120.1725,NA,"not_sorted",NA
"1881",501919.1,122834.9,450,123800.8,31057.6,450,230.5623,42299.47,-392.2219,NA,"not_sorted",NA
"1882",254109.1,97767.04,281,50118.29,17951.36,281,84.87116,29276.4,-292.035,NA,"not_sorted",NA
"1883",443634.1,132231.7,385,97976.41,27162.24,385,220.2779,135360.8,838.468,NA,"not_sorted",NA
