Exp,Run_RNA,Run_epi,BC_RNA,plateform_code_rna,bio_name_rna,Well,BC_epi,Plate,Well,FSC-A,FSC-W,FSC-H,SSC-A,SSC-W,SSC-H,FITC-A,Tomato-A,APC-A,APC-Cy7-A,DAPI-A,Alexa Fluor 700-A,facs_phenotype
exp6,N248,N232,,,,F07,p4-Day0-HyP14-cell-K4-F07,p4,F07,44135.91016,94390.13281,30644,85901.26563,82764.26563,68020,24846.38367,224.2280699,756.9567827,4311.548223,2943.030187,2687.366448,hybrid
exp6,N248,N232,,,,G07,p4-Day0-HyP14-cell-K4-G07,p4,G07,65393.51172,100262.7188,42744,49328.38281,96999.0625,33328,24195.83119,150.1764108,3828.118859,23174.44527,1749.833321,7106.085677,hybrid
exp6,N248,N232,,,,H07,p4-Day0-HyP14-cell-K4-H07,p4,H07,106666.5625,145163.6406,48156,155717.0156,130130.2031,78422,49535.11914,492.3271348,2355.767499,29469.98344,3761.971052,9747.358283,hybrid
exp6,N248,N232,,,,I07,p4-Day0-HyP14-cell-K4-I07,p4,I07,89579.49219,115601.0078,50784,186310.8125,110336.5703,110662,24513.98843,461.5942472,1668.699498,23744.76241,4375.977099,12877.70759,hybrid
exp6,N248,N232,,,,J07,p4-Day0-HyP14-cell-K4-J07,p4,J07,51372.23047,93676.42188,35940,79264.52344,107590.4063,48282,6706.257334,209.8316618,3463.504675,8766.324458,2666.527211,4043.967935,hybrid
exp6,N248,N232,,,,K07,p4-Day0-HyP14-cell-K4-K07,p4,K07,70488.60156,115281.0234,40072,79893.08594,120606.125,43413,37086.71576,164.4630981,552.2408145,14194.5749,3931.265263,7585.12075,hybrid
exp6,N248,N232,,,,L07,p4-Day0-HyP14-cell-K4-L07,p4,L07,86200.66406,141093.625,40039,183763.5938,170691.4219,70555,31060.14774,378.0178605,1136.755758,12495.44274,5088.026206,5917.331358,hybrid
exp6,N248,N232,,,,M07,p4-Day0-HyP14-cell-K4-M07,p4,M07,,,,,,,,,,,,,hybrid
exp6,N248,N232,,,,N07,p4-Day0-HyP14-cell-K4-N07,p4,N07,,,,,,,,,,,,,hybrid
exp6,N248,N232,,,,O07,p4-Day0-HyP14-cell-K4-O07,p4,O07,,,,,,,,,,,,,hybrid
exp6,N248,N232,,,,P07,p4-Day0-HyP14-cell-K4-P07,p4,P07,,,,,,,,,,,,,hybrid
exp6,N248,N232,,,,A08,p4-Day0-HyP14-cell-K4-A08,p4,A08,100102.7344,134886.3594,48636,108100.6797,132982.0469,53274,14847.39314,264.4316209,880.2216317,12097.421,5111.749715,4783.961085,hybrid
exp6,N248,N232,,,,B08,p4-Day0-HyP14-cell-K4-B08,p4,B08,83583.5,114931.0391,47661,84488.94531,110161.9141,50263,6166.838423,220.4711287,874.8821442,7778.423894,3287.630785,4484.035524,hybrid
exp6,N248,N232,,,,C08,p4-Day0-HyP14-cell-K4-C08,p4,C08,59825.22266,132487.6094,29593,119293.5156,144966.0781,53930,12254.7785,239.8896924,1364.191199,13458.1323,3040.707131,6749.912009,hybrid
exp6,N248,N232,,,,D08,p4-Day0-HyP14-cell-K4-D08,p4,D08,24885.77148,98861.24219,16497,113408.5234,98564.32031,75406,9722.22819,250.6943699,1088.711291,10426.95261,2765.586519,12206.27832,hybrid
exp6,N248,N232,,,,E08,p4-Day0-HyP14-cell-K4-E08,p4,E08,59530.38281,89303.07031,43687,91567.03125,86763.88281,69164,25050.17351,83.78301261,837.5773747,9197.865316,2681.022939,8750.825666,hybrid
exp6,N248,N232,,,,F08,p4-Day0-HyP14-cell-K4-F08,p4,F08,58775.08203,101440.1094,37972,133439.0313,90666.54688,96453,11661.2387,339.5569365,1254.36467,11917.47558,3256.216135,6091.746999,hybrid
exp6,N248,N232,,,,G08,p4-Day0-HyP14-cell-K4-G08,p4,G08,95369.82031,138769.0156,45040,208645.0625,126640.5781,107973,45793.37306,404.1586725,2524.043638,25715.04276,3894.506392,9602.856814,hybrid
exp6,N248,N232,,,,H08,p4-Day0-HyP14-cell-K4-H08,p4,H08,73750.03906,118949.6875,40633,82682.80469,102556.9688,52836,17912.40139,40.14757486,1811.768262,10919.51207,2084.906564,7424.485138,hybrid
exp6,N248,N232,,,,I08,p4-Day0-HyP14-cell-K4-I08,p4,I08,63890.19141,101646.0938,41193,105107.2656,103741.1719,66399,8071.185495,191.9293941,3528.221431,14473.72542,2914.37274,4781.421503,hybrid
exp6,N248,N232,,,,J08,p4-Day0-HyP14-cell-K4-J08,p4,J08,72933.77344,124376.4766,38430,76341.91406,127361.5547,39283,9978.463283,145.7729633,935.1162707,8817.547679,2019.72811,4235.206609,hybrid
exp6,N248,N232,,,,K08,p4-Day0-HyP14-cell-K4-K08,p4,K08,43212.26172,105195.1563,26921,109691.4844,81237.89844,88490,14277.67874,202.2985568,519.8658826,8222.800784,3364.757892,3580.135166,hybrid
exp6,N248,N232,,,,L08,p4-Day0-HyP14-cell-K4-L08,p4,L08,45240.65234,111090.3906,26689,124482.0469,111433.6172,73210,25793.95398,320.2069656,3605.082377,21486.1092,2565.471232,5916.029604,hybrid
exp6,N248,N232,,,,M08,p4-Day0-HyP14-cell-K4-M08,p4,M08,,,,,,,,,,,,,hybrid
exp6,N248,N232,,,,N08,p4-Day0-HyP14-cell-K4-N08,p4,N08,,,,,,,,,,,,,hybrid
exp6,N248,N232,,,,O08,p4-Day0-HyP14-cell-K4-O08,p4,O08,,,,,,,,,,,,,hybrid
exp6,N248,N232,,,,P08,p4-Day0-HyP14-cell-K4-P08,p4,P08,,,,,,,,,,,,,hybrid
exp6,N248,N232,,,,A09,p4-Day0-HyP14-cell-K4-A09,p4,A09,81323.0625,115692.1016,46067,102482.4453,114759.3359,58525,31954.39335,274.0640685,674.8742356,13700.8745,2963.471926,6627.857399,hybrid
exp6,N248,N232,,,,B09,p4-Day0-HyP14-cell-K4-B09,p4,B09,123673.5547,157270.0781,51536,139994.2813,172865.5156,53074,15174.0792,285.8130275,2584.069812,10853.79825,2813.550258,6909.429268,hybrid
exp6,N248,N232,,,,C09,p4-Day0-HyP14-cell-K4-C09,p4,C09,59524.92188,101259.5859,38525,84050.5,129318.7813,42595,14384.82385,146.818035,815.9651583,9908.832802,1431.409061,3245.931772,hybrid
exp6,N248,N232,,,,D09,p4-Day0-HyP14-cell-K4-D09,p4,D09,67310.88281,95962.19531,45969,213412.6094,102901.0625,135919,30697.63788,505.9658471,545.7836783,11379.65262,3445.012348,4299.078993,hybrid
exp6,N248,N232,,,,E09,p4-Day0-HyP14-cell-K4-E09,p4,E09,20899.9707,79893.875,17144,74257.38281,79971.92969,60853,15509.94264,152.6440596,-15.60770079,2192.905939,2587.171478,1153.683043,hybrid
exp6,N248,N232,,,,F09,p4-Day0-HyP14-cell-K4-F09,p4,F09,115719.2422,153303.6094,49469,161108.2813,161792.125,65259,28337.3856,395.8167029,2667.72092,7740.693993,3377.083278,2394.711616,hybrid
exp6,N248,N232,,,,G09,p4-Day0-HyP14-cell-K4-G09,p4,G09,93787.33594,139688.8125,44001,84540.35156,141920.5625,39039,15083.092,189.612401,1384.328858,9592.909389,5101.927669,4692.421928,hybrid
exp6,N248,N232,,,,H09,p4-Day0-HyP14-cell-K4-H09,p4,H09,22676.29102,102264.8984,14532,89983.99219,86958.69531,67816,17063.65772,167.8555074,374.2660811,5022.247249,2163.890248,2340.59611,hybrid
exp6,N248,N232,,,,I09,p4-Day0-HyP14-cell-K4-I09,p4,I09,44577.26172,87268.95313,33476,52442.08203,81872.50781,41978,11673.93527,162.4143193,543.3595088,3072.444327,4496.60299,1017.935389,hybrid
exp6,N248,N232,,,,J09,p4-Day0-HyP14-cell-K4-J09,p4,J09,62257.65234,110151.3906,37041,97215.34375,104427.2266,61010,20090.78712,208.8305959,455.9133715,9328.562585,3122.762562,6426.931166,hybrid
exp6,N248,N232,,,,K09,p4-Day0-HyP14-cell-K4-K09,p4,K09,90066.34375,122012.2734,48377,189495.3281,135975.3594,91331,34819.77289,336.1953053,2852.240836,17388.24692,3957.264177,9231.916981,hybrid
exp6,N248,N232,,,,L09,p4-Day0-HyP14-cell-K4-L09,p4,L09,82956.51563,135865,40015,88699.71094,142511.0156,40790,24250.33982,197.3270778,2120.240436,13449.70394,2798.358004,7370.270853,hybrid
exp6,N248,N232,,,,M09,p4-Day0-HyP14-cell-K4-M09,p4,M09,,,,,,,,,,,,,hybrid
exp6,N248,N232,,,,N09,p4-Day0-HyP14-cell-K4-N09,p4,N09,,,,,,,,,,,,,hybrid
exp6,N248,N232,,,,O09,p4-Day0-HyP14-cell-K4-O09,p4,O09,,,,,,,,,,,,,hybrid
exp6,N248,N232,,,,P09,p4-Day0-HyP14-cell-K4-P09,p4,P09,,,,,,,,,,,,,hybrid
exp6,N248,N232,,,,A10,p4-Day0-HyP14-cell-K4-A10,p4,A10,40146.47266,85779.84375,30672,46793.76953,90425.09375,33914,5610.602938,75.09399481,632.5235133,3977.862615,2916.442258,1312.260225,hybrid
exp6,N248,N232,,,,B10,p4-Day0-HyP14-cell-K4-B10,p4,B10,83426.98438,101234.4609,54008,123016.375,107401.6953,75064,16689.8593,206.9931288,1322.111631,14521.2044,4780.246961,4029.474762,hybrid
exp6,N248,N232,,,,C10,p4-Day0-HyP14-cell-K4-C10,p4,C10,42510.65234,98458.36719,28296,66564.3125,84648.46875,51535,21969.98388,171.4291384,707.9447413,6383.902411,1451.563328,1830.08754,hybrid
exp6,N248,N232,,,,D10,p4-Day0-HyP14-cell-K4-D10,p4,D10,52637.13281,100090.7266,34465,118600.9297,98919.88281,78575,9132.678709,148.8540743,1573.401788,5666.642867,2447.476175,5335.02588,hybrid
exp6,N248,N232,,,,E10,p4-Day0-HyP14-cell-K4-E10,p4,E10,63189.49219,130242.3828,31796,183191.2969,143101.2813,83896,33831.04151,237.6419563,1458.660655,18808.36772,1994.270074,7770.996027,hybrid
exp6,N248,N232,,,,F10,p4-Day0-HyP14-cell-K4-F10,p4,F10,76732.10938,109120.6406,46084,64037.46094,108191.7734,38790,10525.94899,156.7823197,852.1776983,10446.0861,3404.248414,5602.41452,hybrid
exp6,N248,N232,,,,G10,p4-Day0-HyP14-cell-K4-G10,p4,G10,75623.73438,125839.8594,39384,108117.1719,105655.3906,67063,15965.44594,334.1560491,1121.518357,6627.771656,2575.308716,5743.309793,hybrid
exp6,N248,N232,,,,H10,p4-Day0-HyP14-cell-K4-H10,p4,H10,98605.78125,146068.7656,44241,183783,119843.5938,100501,26587.0198,457.9429682,2511.727559,21393.80566,4136.964192,10459.37318,hybrid
exp6,N248,N232,,,,I10,p4-Day0-HyP14-cell-K4-I10,p4,I10,85466.28906,112334.6641,49861,124344.3047,106771.6797,76322,7863.053896,236.3062047,2511.469037,20953.40013,5022.068342,6561.839073,hybrid
exp6,N248,N232,,,,J10,p4-Day0-HyP14-cell-K4-J10,p4,J10,46541.95313,89416.42969,34112,41839.98047,103492.1797,26495,8468.125418,124.0852618,1022.764264,9787.568175,1292.146892,3133.472428,hybrid
exp6,N248,N232,,,,K10,p4-Day0-HyP14-cell-K4-K10,p4,K10,31917.3418,88065.63281,23752,73812.14844,84205.49219,57447,18429.46083,170.7439309,238.2089822,3788.434413,2671.996012,2207.965594,hybrid
exp6,N248,N232,,,,L10,p4-Day0-HyP14-cell-K4-L10,p4,L10,31870.93164,80916.34375,25813,46989.71094,81697.82813,37694,9176.167607,152.6955317,58.03499939,4054.564311,4048.65661,1706.318653,hybrid
exp6,N248,N232,,,,M10,p4-Day0-HyP14-cell-K4-M10,p4,M10,,,,,,,,,,,,,hybrid
exp6,N248,N232,,,,N10,p4-Day0-HyP14-cell-K4-N10,p4,N10,,,,,,,,,,,,,hybrid
exp6,N248,N232,,,,O10,p4-Day0-HyP14-cell-K4-O10,p4,O10,,,,,,,,,,,,,hybrid
exp6,N248,N232,,,,P10,p4-Day0-HyP14-cell-K4-P10,p4,P10,,,,,,,,,,,,,hybrid
exp6,N248,N232,,,,A11,p4-Day0-HyP14-cell-K4-A11,p4,A11,70643.30469,112699.1094,41080,173048.9688,97610.19531,116186,10176.75741,254.4402437,1619.827029,12651.26806,5079.877648,13071.13457,hybrid
exp6,N248,N232,,,,B11,p4-Day0-HyP14-cell-K4-B11,p4,B11,64688.26172,120181.7266,35275,96311.30469,138539.4688,45560,16722.37222,232.159751,1162.839165,12557.4361,2201.021971,7574.16985,hybrid
exp6,N248,N232,,,,C11,p4-Day0-HyP14-cell-K4-C11,p4,C11,76753.03906,110921.9141,45348,150014.3906,108005.8828,91026,20870.74045,250.6060801,1811.787133,10416.83242,3569.838649,7318.985563,hybrid
exp6,N248,N232,,,,D11,p4-Day0-HyP14-cell-K4-D11,p4,D11,54409.8125,121055.1875,29456,124641.125,96141.625,84963,9037.487836,237.546683,1284.204294,9974.959287,1483.90744,3584.690495,hybrid
exp6,N248,N232,,,,E11,p4-Day0-HyP14-cell-K4-E11,p4,E11,107078.7969,144747.75,48481,134022.9688,136950.6406,64135,19391.2722,292.739379,2781.186992,16539.66515,3751.799787,6899.952936,hybrid
exp6,N248,N232,,,,F11,p4-Day0-HyP14-cell-K4-F11,p4,F11,43512.5625,80591.20313,35384,40412.14063,85318.28906,31042,4610.585792,14.77765126,499.139414,6698.166633,2069.911802,3768.832109,hybrid
exp6,N248,N232,,,,G11,p4-Day0-HyP14-cell-K4-G11,p4,G11,47598.46094,94139.6875,33136,43819.75,94972.26563,30238,11843.6386,167.7503814,202.3945286,3905.529636,2126.861677,1795.625191,hybrid
exp6,N248,N232,,,,H11,p4-Day0-HyP14-cell-K4-H11,p4,H11,98148.96094,141646.0938,45411,112697.5156,155771.3906,47414,11540.59418,275.7458011,3462.071823,11220.86485,3318.250705,7927.588252,hybrid
exp6,N248,N232,,,,I11,p4-Day0-HyP14-cell-K4-I11,p4,I11,75984.09375,130580.6719,38135,122844.6875,130410.2969,61734,20164.91581,121.983724,132.2085454,12247.21534,1469.224766,5393.647409,hybrid
exp6,N248,N232,,,,J11,p4-Day0-HyP14-cell-K4-J11,p4,J11,76223.42188,129858.0234,38468,172753.125,139765.3125,81004,18840.80812,245.2655359,177.682612,16587.38612,3248.748772,4861.972378,hybrid
exp6,N248,N232,,,,K11,p4-Day0-HyP14-cell-K4-K11,p4,K11,40929.98047,89663.97656,29916,46657,84357.6875,36247,8887.373039,112.6694493,634.3626536,3794.125326,2228.83682,1124.342188,hybrid
exp6,N248,N232,,,,L11,p4-Day0-HyP14-cell-K4-L11,p4,L11,36511.92969,79575.85156,30070,43349.30078,79216.45313,35863,6637.09996,80.32830703,824.047724,7847.220913,1091.55974,3224.463762,hybrid
exp6,N248,N232,,,,M11,p4-Day0-HyP14-cell-K4-M11,p4,M11,,,,,,,,,,,,,hybrid
exp6,N248,N232,,,,N11,p4-Day0-HyP14-cell-K4-N11,p4,N11,,,,,,,,,,,,,hybrid
exp6,N248,N232,,,,O11,p4-Day0-HyP14-cell-K4-O11,p4,O11,,,,,,,,,,,,,hybrid
exp6,N248,N232,,,,P11,p4-Day0-HyP14-cell-K4-P11,p4,P11,,,,,,,,,,,,,hybrid
exp6,N248,N232,,,,A12,p4-Day0-HyP14-cell-K4-A12,p4,A12,83448.82031,138706.0469,39428,90363.26563,123729.125,47863,16567.74446,180.5130943,455.1797846,6957.255848,2914.550001,4872.319844,hybrid
exp6,N248,N232,,,,B12,p4-Day0-HyP14-cell-K4-B12,p4,B12,55941.33984,95282.15625,38477,74182.69531,94565.97656,51410,9273.502396,175.1639497,2843.911975,2268.033711,1656.234319,1016.558251,hybrid
exp6,N248,N232,,,,C12,p4-Day0-HyP14-cell-K4-C12,p4,C12,30756.18164,80625.49219,25000,62161.48047,76796.32813,53047,7837.251786,120.9037007,204.2885148,5470.609772,1458.55523,2327.996099,hybrid
exp6,N248,N232,,,,D12,p4-Day0-HyP14-cell-K4-D12,p4,D12,73568.95313,98028.11719,49184,68177.42188,85670.8125,52154,9503.690157,244.4822007,1031.74232,5263.203599,4082.4744,2033.931116,hybrid
exp6,N248,N232,,,,E12,p4-Day0-HyP14-cell-K4-E12,p4,E12,114606.3125,150162.7344,50018,121546.8203,174847.2656,45558,8890.079041,248.7275133,3242.387269,11694.94521,3740.579844,7447.352496,hybrid
exp6,N248,N232,,,,F12,p4-Day0-HyP14-cell-K4-F12,p4,F12,87339.98438,139542.9531,41019,102579.4453,134334.7031,50044,29636.12957,192.7045581,1477.132989,15881.44789,2523.832979,5930.659834,hybrid
exp6,N248,N232,,,,G12,p4-Day0-HyP14-cell-K4-G12,p4,G12,58956.17188,122158.5078,31629,89892.8125,95882.53906,61442,19702.8557,222.3736141,1322.815719,13167.07537,3644.653095,5332.23671,hybrid
exp6,N248,N232,,,,H12,p4-Day0-HyP14-cell-K4-H12,p4,H12,38405.64063,80661.19531,31204,32710.3418,77250.625,27750,3621.413139,96.85473052,416.3911954,2747.979335,1666.638312,1143.587307,hybrid
exp6,N248,N232,,,,I12,p4-Day0-HyP14-cell-K4-I12,p4,I12,75415.34375,132504.5625,37300,91897.80469,122271.6875,49256,24385.2071,188.4468301,1558.835982,21445.48517,4585.728714,6398.898002,hybrid
exp6,N248,N232,,,,J12,p4-Day0-HyP14-cell-K4-J12,p4,J12,43528.03125,84176.375,33889,55284.17969,84395.61719,42930,11264.74455,112.2686539,410.7757662,6373.634381,1112.343496,1881.583863,hybrid
exp6,N248,N232,,,,K12,p4-Day0-HyP14-cell-K4-K12,p4,K12,84727.375,142270.9688,39029,99637.42969,120040.4219,54397,8452.98415,178.2546536,1141.095969,10190.52526,2475.820453,6174.928448,hybrid
exp6,N248,N232,,,,L12,p4-Day0-HyP14-cell-K4-L12,p4,L12,63879.27344,130575.8516,32061,120089.8828,147880.7031,53220,16364.29772,230.1396857,948.1674013,6776.000703,2876.759823,6602.773214,hybrid
exp6,N248,N232,,,,M12,p4-Day0-HyP14-cell-K4-M12,p4,M12,,,,,,,,,,,,,hybrid
exp6,N248,N232,,,,N12,p4-Day0-HyP14-cell-K4-N12,p4,N12,,,,,,,,,,,,,hybrid
exp6,N248,N232,,,,O12,p4-Day0-HyP14-cell-K4-O12,p4,O12,,,,,,,,,,,,,hybrid
exp6,N248,N232,,,,P12,p4-Day0-HyP14-nocell-K4-P12,p4,P12,,,,,,,,,,,,,
exp6,N248,N233,N248T0001_p5-Day4d5-BCHyLCP16-cell,T0001_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-A01,A01,p5-Day4d5-BCHyLCP16-cell-K4-A01,p5,A01,149611.3281,110511.6797,88723,98720.30469,117847.9453,54899,18440.93838,324.7892112,3018.030544,1428.458174,4083.719376,11744.16522,all_epith
exp6,N248,N233,N248T0002_p5-Day4d5-BCHyLCP16-cell,T0002_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-A02,A02,p5-Day4d5-BCHyLCP16-cell-K4-A02,p5,A02,156717.4063,96543.01563,106384,33279.82031,86914.25,25094,13971.99709,101.60414,504.1288283,7916.94215,115.3062339,1056.530453,all_epith
exp6,N248,N233,N248T0003_p5-Day4d5-BCHyLCP16-cell,T0003_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-A03,A03,p5-Day4d5-BCHyLCP16-cell-K4-A03,p5,A03,82846.92188,97487.26563,55694,99985.48438,99775.38281,65674,1485.41372,1632.366743,2046.11164,793.3486729,2818.417826,2804.695243,all_epith
exp6,N248,N233,N248T0004_p5-Day4d5-BCHyLCP16-cell,T0004_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-A04,A04,p5-Day4d5-BCHyLCP16-cell-K4-A04,p5,A04,188792.2813,109887.6563,112594,92729.5625,141869.5625,42836,1649.52688,177.9608023,1069.335594,308.619933,2820.967286,3576.957216,all_epith
exp6,N248,N233,N248T0005_p5-Day4d5-BCHyLCP16-cell,T0005_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-A05,A05,p5-Day4d5-BCHyLCP16-cell-K4-A05,p5,A05,183448.9219,98602.53906,121929,40090.82031,94266.36719,27872,749.4257123,30.56019417,486.5218667,1408.643945,789.6635923,634.2453826,all_epith
exp6,N248,N233,N248T0006_p5-Day4d5-BCHyLCP16-cell,T0006_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-A06,A06,p5-Day4d5-BCHyLCP16-cell-K4-A06,p5,A06,214652.5625,113050.7578,124435,90015.94531,102578.4297,57510,1559.839201,133.6666412,1243.510084,1201.877856,2902.800929,619.0389682,all_epith
exp6,N248,N233,N248T0007_p5-Day4d5-BCHyLCP16-cell,T0007_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-A07,A07,p5-Day4d5-BCHyLCP16-cell-K4-A07,p5,A07,126728.1641,113192.2891,73373,85550.07813,110555.6797,50713,10711.2142,167.2892606,1264.464914,5933.873479,5324.48363,1815.783864,all_epith
exp6,N248,N233,N248T0008_p5-Day4d5-BCHyLCP16-cell,T0008_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-A08,A08,p5-Day4d5-BCHyLCP16-cell-K4-A08,p5,A08,153185.5156,95931.78125,104649,58400.16016,92554.48438,41352,1018.216238,241.7405624,1770.042432,2071.157305,1899.426113,2037.022061,all_epith
exp6,N248,N233,N248T0009_p5-Day4d5-BCHyLCP16-cell,T0009_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-A09,A09,p5-Day4d5-BCHyLCP16-cell-K4-A09,p5,A09,22429.59961,83080.66406,17693,46859.67969,78550.13281,39096,906.3687131,2078.383207,3485.217106,3933.748898,442.6872027,3230.906233,all_epith
exp6,N248,N233,N248T0010_p5-Day4d5-BCHyLCP16-cell,T0010_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-A10,A10,p5-Day4d5-BCHyLCP16-cell-K4-A10,p5,A10,186063.5625,106656.8281,114328,54312.58203,104366.7891,34105,13785.74828,100.5865373,3450.785199,13814.58181,955.8599324,773.3364601,all_epith
exp6,N248,N233,N248T0011_p5-Day4d5-BCHyLCP16-cell,T0011_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-A11,A11,p5-Day4d5-BCHyLCP16-cell-K4-A11,p5,A11,30545.83984,96196.64844,20810,55791.40234,114845.7891,31837,728.2473012,591.7151976,1265.444948,1032.081176,2893.02059,2754.917071,all_epith
exp6,N248,N233,N248T0012_p5-Day4d5-BCHyLCP16-cell,T0012_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-A12,A12,p5-Day4d5-BCHyLCP16-cell-K4-A12,p5,A12,177136.7969,98280.86719,118119,39175.5,90018.08594,28521,1205.545108,114.0725646,202.5660749,1926.893733,1400.795531,418.1967522,all_epith
exp6,N248,N233,N248T0013_p5-Day4d5-BCHyLCP16-cell,T0013_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-B01,B01,p5-Day4d5-BCHyLCP16-cell-K4-B01,p5,B01,147254.2813,138500.7813,69678,146774.6094,145326.5781,66189,23430.2702,658.3751757,2317.721998,2311.776035,4939.348451,10517.6232,all_epith
exp6,N248,N233,N248T0014_p5-Day4d5-BCHyLCP16-cell,T0014_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-B02,B02,p5-Day4d5-BCHyLCP16-cell-K4-B02,p5,B02,74316.67969,73898.35156,65907,65160.20313,73509.92969,58092,926.652864,679.716868,1383.250942,911.113849,3963.833667,3040.387067,all_epith
exp6,N248,N233,N248T0015_p5-Day4d5-BCHyLCP16-cell,T0015_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-B03,B03,p5-Day4d5-BCHyLCP16-cell-K4-B03,p5,B03,68003.64063,119383,37331,39728.22266,132278.0469,19683,888.5054339,685.6760356,2747.466655,662.744058,3638.950258,2331.948618,all_epith
exp6,N248,N233,N248T0016_p5-Day4d5-BCHyLCP16-cell,T0016_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-B04,B04,p5-Day4d5-BCHyLCP16-cell-K4-B04,p5,B04,164059,105951.7422,101478,47131.14063,106067.3203,29121,21469.38462,-268.6978313,-966.2980376,14629.31244,-753.5815475,385.3968143,all_epith
exp6,N248,N233,N248T0017_p5-Day4d5-BCHyLCP16-cell,T0017_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-B05,B05,p5-Day4d5-BCHyLCP16-cell-K4-B05,p5,B05,122921.2031,98841.30469,81502,70590.38281,102469.9609,45147,23812.38263,304.3525059,1770.945075,3412.660001,1833.110133,7520.921252,all_epith
exp6,N248,N233,N248T0018_p5-Day4d5-BCHyLCP16-cell,T0018_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-B06,B06,p5-Day4d5-BCHyLCP16-cell-K4-B06,p5,B06,87017.28125,81553.11719,69927,79104.625,79293.375,65380,1484.804079,1416.752747,2068.71871,992.3210191,4291.797732,4178.096013,all_epith
exp6,N248,N233,N248T0019_p5-Day4d5-BCHyLCP16-cell,T0019_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-B07,B07,p5-Day4d5-BCHyLCP16-cell-K4-B07,p5,B07,183085.5156,102241.8281,117356,52676.96094,99954.74219,34538,21320.43315,18.18504449,-150.8154271,3953.2377,1515.613616,3544.923258,all_epith
exp6,N248,N233,N248T0020_p5-Day4d5-BCHyLCP16-cell,T0020_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-B08,B08,p5-Day4d5-BCHyLCP16-cell-K4-B08,p5,B08,137820.6094,114524.5938,78867,173117.9844,122920.7344,92299,77182.64469,677.4337867,1310.330498,2207.693926,4343.141794,18366.23723,all_epith
exp6,N248,N233,N248T0021_p5-Day4d5-BCHyLCP16-cell,T0021_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-B09,B09,p5-Day4d5-BCHyLCP16-cell-K4-B09,p5,B09,62425.67969,104115.875,39294,58008.16016,120843.7266,31459,1043.646646,120.4895399,3454.728108,2190.885637,4565.188762,4215.696315,all_epith
exp6,N248,N233,N248T0022_p5-Day4d5-BCHyLCP16-cell,T0022_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-B10,B10,p5-Day4d5-BCHyLCP16-cell-K4-B10,p5,B10,54820.03906,78804.25781,45590,58768.64063,80916.46094,47598,854.9194265,782.5338849,1657.601687,713.6758559,4109.203003,1780.838233,all_epith
exp6,N248,N233,N248T0023_p5-Day4d5-BCHyLCP16-cell,T0023_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-B11,B11,p5-Day4d5-BCHyLCP16-cell-K4-B11,p5,B11,13960.08008,77506.58594,11804,46962.58203,68090.08594,45201,969.0424269,1339.693121,1382.928764,922.7108,1056.476773,758.1105417,all_epith
exp6,N248,N233,N248T0024_p5-Day4d5-BCHyLCP16-cell,T0024_p5-Day4d5-BCHyLCP16-cell,p5-Day4d5-BCHyLCP16-cell-K4-B12,B12,p5-Day4d5-BCHyLCP16-cell-K4-B12,p5,B12,39561.83984,69837.70313,37125,51398.0625,68197.75781,49392,1040.737652,865.7161975,604.3023562,614.6891307,3418.607502,1611.939784,all_epith
